Kata,Noun,Verb,Adjektiva,Adverb
lebat,,,"baplang,rimbun,tebal,deras",
lebih,,,"bertambah,kian,makin",
lebu,"abu,debu,duli,serdak",,,
lebur,,,"cair,larut,leleh,luluh,lumer,padu",
leceh,,,"daif,kecil,laif,lata,remeh,sepele",
lecek,,,"cak,bekernyut,berkedut,berkerumuk,berkerut-kerut,gumal,kelambur,kepangkepot,kumal,lusuh,remoh,renyek,renyuk,ronyok,terperonyok",
lecet,,,"balur,baret,,barut,beret,berkelukur,beset,besot,cakar,calar,garis,garit,gores,jejas,ledes,lelas,parut,betok,lonyok,melatur,melecur,melepuh,melocot,basah,berair,berkemal,embal,lembap,lengas",
lecut,"cambuk,cemeti,pecut,senawat,tembung,ki,dorongan,motivasi",,,
ledak,,"meledos,meleduk,meletup,meletus,menjebluk,pecah",,
ledek,,"mencela,mencemeeh,mencemooh,menertawakan,,mengata-ngatai,mengejek,menggonjak,menghina,mengolok-olok,melecehkan,menyepelekan,meremehkan,merendahkan,mencebik,mencibir,mengecimus",,
leduk,,"meledak,meledos,meletus,menjebluk,pecah",,
lega,,,"kosong,lapang,luas,bahagia,ceria,gembira,girang,pada,plong,puas,riang,senang,suka,cita,aman,nikmat,sejuk,tenang,tenteram,anggal,leluasa,lengang,longgar,lowong,luang,selesa,senggang",
legal,,,"aci,asi,benar,berlaku,halal,resmi,sahih,valid",
legalisasi,"akreditasi,pengakuan,pengesahan,pengukuhan,peresmian,validasi",,,
legalitas,"keabsahan,kesahihan,validitas",,,
legenda,"babad,cerita,sejarah,kisah,sejarah,dongeng,hikayat,tambo",,,
legit,,,"manis,eco,,enak,gurih,lemak,lezat,nikmat,sedap",
legitimasi,"legalitas,justifikasi,pembenaran,pengesahan,validasi",,,
legiun,"angkatan,armada,bala,barisan,laskar,pasukan,tentara",,,
lego,,"cak,memindahtangankan,menjual",,
legunder,"aswasada,kavaleri,pasukan",,,
leha-leha,,,santai,
leher,gala,,,
lejit,,"melecit,melecut,melencit,melesit,memercit,terkucil,terpelencit,2",,
lekas,,,,"acap,bangat,buru-buru,cepat,kunjung,segera,taajul"
lekat,,,"lekap,lengket,likat,rekat,erat,kelat,ketat",
leksikograf,pekamus,,,
leksikografi,perkamusan,,,
leksikon,"daftar,istilah,daftar,kata,glosari,kosakata,perbendaharaan,kata,2",,,
lektur,"bacaan,pustaka,teks,wacana,2",,,
lekuk,,,"ceduk,cekung,cengkerung,cekung,legok,lekung,lesung,mendelong,pesek",
lekum,"jakun,gundang,kerongkongan,koroh,merih,rakungan,tenggorokan",,,
lelah,,,"capek,erak,lejar,letih,payah,penat",
lelaki,"adam,laki-laki,lanang,maskulin,pria",,,
lelap,,,"cendera,enak,,jenak,lena,lenyak,nyenyak,pulas,renyap",
lelatu,"bunga,api,cetusan,kilatan,api,latu",,,
leleh,,mencair,,
lelembut,"dedemit,hantu,momok,pejajaran,popokan,puaka",,,
leler,,"berambai-ambai,bercucuran,berlelehan,meler,ki,berkepanjangan,berlarat-larat,berlarut-larut,bertele-tele,melantur,melebar,melenceng,membias,menyimpang",,
leler,,"telantar,terbangai,terbangkang,terbengkalai,terhantar,terlalaikan,terlupakan,tersia-sia",,
lelet,,,"ayal,gial,lamban,lambat,pelan",
leluasa,,,"bebas,berlapang-lapang,langgas,los,,merdeka,lapang,lega,longgar,selesa,bambang,banglas,jelah,lantang,lawah,lepas,luas,lawas",
lelucon,"banyolan,bebodoran,dagelan,humor,komedi,lawakan,penggeli,hati",,,
leluhur,"bibit,buwit,cikal,bakal,kakek,moyang,nenek,moyang,karuhun,onyang,pendahulu,pitarah,poyang,sumber",,,
lem,perekat,,,
lema,"entri,kata,kepala",,,
lemah,,,"benyai,,bokoh,bopok,,dengkik,layuh,lemas,lemau,lenyai,lesu,letoi,,litak,loyo,lunglai,rengsa,ruai,teklok",
lemak,"gajih,gemuk,vet,minyak",,,
lemari,"almari,bufet",,,
lemas,,,"lemah,gemulai,lembut,tulang,lentur,luwes,memutus,tulang,bokoh,lemah,lemau,lembek,lenyai,lesu,letoi",
lembaga,"badan,dewan,institusi,institut,majelis,organisasi,dinas,instansi,jabatan,jawatan,kantor,maktab,asal",,,
lembah,"jurang,kaki,bukit,kaki,gunung,kanyon,lurah,ngarai,tahang,baruh,dataran,rendah,lembang,ranah",,,
lembam,,,"lamban,layu,lesu,loyo,teklok",
lembang,,,"ceduk,legok",
lembap,,,"basah,berair,demek,embal,lengas,melempem",
lembar,"carik,eksemplar,helai,lembaran",,,
lembayung,"layung,mambang,kuning,merah,jingga,oranye",,,
lembek,,,"empuk,gembur,kempuh,lembut,lunak,melempem,bokoh,bopok,,dengkik,lemah,lemas,lemau,lenyai,lesu,letoi,,loyo,lunglai,cengeng,lintuh,payah,rapuh,ringkih",
lembing,"ganjur,pendahan,seligi,tembiang,tombak",,,
lembu,"jawi,sapi",,,
lembung,,"membelendung,membelenting,mengembung,menggelembung,menggembung,membengkak,membesar",,
lembur,"lewat,waktu",,,
lembut,,,"lemas,lembek,licin,lunak,mulus,seni,rawan,lirih,pelan,perlahan,rendah,empuk,enak,merdu,sedap,serindai,anteng,kalem,pendiam,rileks,tenang,hangat,kordial,manis,menyenangkan,ramah,sopan,halus,lumat,remik,subtil",
lemon,"limau,kuning,muda,pingai",,,
lempar,,"buang,campak,tolak",,
lempem,,,"lembap,lembek,ki,adem,ayem,beku,,pasif,stagnan",
lempeng,,,"ceper,gepeng,layah,leper,pipih",
lempeng,,,"lempang,lencang,lurus",
lempung,"belet,tanah,liat,tanah,pekat",,,
lena,,,"abai,alpa,cabar,cuai,khali,lalai,lengah,lengai,meleng,cendera,enak,,jenak,lelap,lenyak,nyenyak,pulas,renyap,lama,alon-alon,lambat-lambat,laun,lelet,pelan-pelan,perlahan-lahan",
lencana,"brevet,cogan,emblem,ensinye,medali,pin,plaket",,,
lencang,,,"lempeng,lurus",
lenceng,,,"ajun,berbelok,lencong,membias,menceng,mencong,miring,serong",
lendir,"cairan,pekat,geladir,dahak,gelema,rahak,riak,sputum",,,
lengah,,,"abai,alpa,cabar,cuai,khali,lalai,lena,lengai,meleng,seleder,silap,mata,teksir,teledor,terpica",
lengan,tangan,,,
lengang,,,"hening,mati,ranap,senyap,sepi,sirep,sunyi,tenang,anggal,lapang,lega,lowong,luang,senggang",
lengas,,,"basah,berair,berembun,berkemal,embal,lembap",
lenggak-lenggok,,"celedang-celedok,megal-megol,meliangliuk,mengayak",,
lenggang,"ayunan,buaian,limbai",,,
lenggok,,"cak,berlenggaklenggok",,
lenggut,,"mengangguk,menganggut,menyengguk",,
lengkap,,,"afdal,bulat,cukup,genap,integral,jangkap,kafi,kamil,komplet,penuh,pepak,sempurna,tamam,utuh,paripurna,pleno,besar,eksekutif,ensiklopedis,komprehensif,menyeluruh",
lengkeng,"klengkeng,laici,leci",,,
lengket,,,"lekap,lekat,likat,rekat,ki,akur,dekat,harmonis,mesra,rukun",
lengking,"cengking,dengking,tengking",,,
lengkuas,"gadamala,laja,laos",,,
lengkung,"belok,bengkok,cawak,cekung,cembung,cengkung,ceruk,ikal,jeluk,kelok,keluk,kerul,kerut,kolong,ladung,lekuk,lekung,lengkok,lengkong,lengkuk,lentur,liku,mencong,mungkum,reluk,relung,siku,tikung",,,
lengos,,"beralih,muka,berpalis",,
lengser,,"geser,makzul,turun,takhta",,
lensa,"kanta,kaca",,,
lentera,"corong,cublik,dian,dila,kandil,misbah,pelita,lampion,tanglung,lampu,ting",,,
lentik,,,"bangkok,jengkit,lantik",
lenting,,"berbalik,melantun,memantul,membal,membidas,membingkas,memegas,mengambul,menganjal,mengantul,mengelanjar,mengendal,mengenyal,mengeper,mentul-mentul,menyembat,melating,melejit,melesat,mencelat,pelesat,terlontar,terpelesat",,
lentong,"intonasi,lagu,bicara,tekanan",,,
lentuk,,,"lemas,lentur",
lentur,,,"elastis,laur,lemas,lentuk,lunak,luwes,plastis,ruai,lemah,gemalai,lemah",
lengkung,"bias,patahan",,,
lenyap,,"amblas,,bablas,,gaib,habis,hanyut,,hapus,hilang,hirap,lelap,lenyak,lucut,maherat,menggelap,mengirap,menguap,meresap,musnah,penyap,perlina,pupus,silam,sirna,terbang,,tercecer,kabur,lari,pergi,menyingsing,menyisih,nyenyak",,
lepas,,terlepas,,
lepra,"abras,baras,buduk,kenohong,kusta,taiko",,,
lepuh,,"abuh,,betok,lecet,lonyok,melatur,melecur",,
lerai,,,"tercerai,terpisah",
leret,"banjar,baris,derek,deret,jajar,jejer,lajur,larik,ririt,saf",,,
les,"cak,bimbingan,kursus,latihan,pelajaran,tuntunan,tutorial",,,
lesak,,"ambles,terbenam,terhunjam,tertelan",,
lesap,,"hilang,lenyap,lucut",,
lesat,,"melating,melejit,melenting,meluncur,mencelat,pelesat,terlontar",,
lestari,,,"abadi,abid,baka,baki,daim,kekal,langgeng,selama-lamanya,sepanjang,masa,tetap",
lesu,,,"bokoh,bopok,,dengkik,lamban,layu,lemau,lembam,lengai,lenyai,letoi,,loyo,lunglai,rengsa,ruai,malas,lelah,lemah,lemas,letih,penat",
lesung,,,"lumpang,caung,cawak,ceduk,legok",
lesus,"angin,pilin,puting,beliung,tornado",,,
letak,"lokasi,posisi,situs,tempat,keadaan,kedudukan,situasi",,,
letak,,,"lemah,lemas,lesu,payah,lapar",
letih,,,"capek,erak,lejar,lelah,payah,penat",
letup,,"meledak,meletus,menyalak",,
letus,,"meledak,meledos,meleduk,meletup,jebluk,bercabul,bergejolak,berkobar,pecah",,
letusan,"dentuman,detonasi,ledakan",,,
leukemia,"kanker,darah",,,
leukore,"jirian,keputihan,pektay",,,
level,"cak,golongan,kelas,lapisan,tangga",,,
lever,hati,,,
leveransir,"agen,distributor,depot,pemasok,penyalur,penyuplai",,,
lewah,,"melimpah,meluap,meruap,tumpah",,
lewat,,"melalui,melintasi",,
leyeh,,"santai-santai,ungkangungkang",,
lezat,,,"eco,,enak,gurih,legit,lemak,nikmat,perisa,,sedap",
liabel,,,"responsibel,peka,rawan,rentan,sensitif,suseptibel,terbuka,terdedah",
liabilitas,"kepekaan,kerentanan,suseptibilitas",,,
liang,"gohong,lubang,rongga,gaung,gua,kahaf,ngalau,saung",,,
liar,,,"anggara,berangasan,buas,galak,ganas,garang,berandalan,brutal,kasar,2",
liat,,,"alot,gayal,jegang,kenyal,ulet,2",
libas,,"melakak,membalun,membanat,membedal,membelasah,,membesit,mencemuk,mengembat,menyabet,menyapu,,menyebat,menyesah,merangket,ki,menaklukkan,mengalahkan,menundukkan,ki,membodohi,membohongi,memperdayai,memukau,,mencurangi,mengakali,mengecoh,mengelabui,menghalusi,menghelat,mengibuli,menipu,menokoh,merakut",,
libat,,"membebat,melilit,membelit,melibatkan,membabitkan",,
liberal,,,"bebas,permisif,terbuka,toleran",
libido,"berahi,erotisisme,gairah,nafsu,syahwat",,,
libur,,"prei,",,
licik,,,"bengkok,,cerdik,culas,curang,kepetangan,,kerang-keroh,,keroh,korup,lancung,lengit,subtil,licin,lihai,makar,reka,tipu,tipu,daya,tipu,muslihat,tokoh",
licin,,,"lecat,lelas,lencong,lencun,licik,lincir,pasar,gampang,gangsar,lancar,lasuh,mudah,halus,klimis,lembut,mulus,berlinang,ki,bersih,habis,labas,lindang,lingkap,ludes,tandas,timpas,,ki",
lidah,"alat,perasa,indra,perasa,lisan,pengecap,ki,perkaraan,tutur,kata,tuturan,ucapan,ujaran,dialek,logat",,,
liga,"aliansi,federasi,gabungan,koalisi,konfederasi,uni,asosiasi,konsorsium,masyarakat,perhimpunan,perkumpulan,persatuan,perserikatan,bon,grup,klub",,,
lihai,,,"ahli,berida,,berpengalaman,cakap,campin,cekatan,karatan,,kawakan,mahir,mumpuni,pacak,pandai,piawai,pintar,terampil,ulung,licik,subtil,tajam",
lihat,,"amat-amati,blengok,celik,cendang,cengang,codak,congak,dengik,dongak,jelang,jelangak,jelau,jenguk,jengul,jereng,jingau,juling,jumpa,kelih,kero,kunjung,langut,lawat,lenggak,letos,lihat-lihat,lirik,longok,melotot,membelalak,membelalang,membeliak,membulat,mendelik,mengerling,menjegil,menjeling,menyalang,pandang,pandang,berkeliling,pandang,ke,sanakemari,pandang,lekat,pantau,perhati,pesong,ramal,ranggul,renung,renung,runduk,sambang,kunjung,sela,sidik,tampak,tatap,tekur,teleng,temu,tengadah,tengok,tentang,tenung,tilik,tingkap,tinjau,tonton,tujum,tunduk,mengamati,memata-matai,mengintai,mengintip,membelek,membidik,mengincar,memeriksa,mengawasi,mengecek,menilik,membesuk,menengok,menjenguk,membuktikan,mengetahui",,
liku,"belokan,kelok,pengkolan,tikungan",,,
likuidasi,"pembubaran,penutupan",,,
lila,"ungu,muda",,,
lilin,parafin,,,
liliput,,,"kate,kecil,kerdil,mini",
lilit,"anyam,belit,jalin,kepang,pintal,rangkai,keliling,lingkar",,,
limas,"piramida,takir,tekoran",,,
limau,lemon,,,
limbah,"kotoran,sampah",,,
limbung,,,"gontai,goyang,ki,bimbang,gamam,terkimbang-kimbang",
limit,"batas,limitasi,tapal,batas",,,
limitasi,"kondisi,kualifikasi,pembatasan,prasyarat,,syarat,term",,,
limpa,kura,,,
limpah,,"luber,melembak,melewah,meluap,membeludak,meruap,me",,
lin,"garis,strip",,,
linang,,"berambai-ambai,bercucuran,berderai,meleleh,bertetesan,mencicik,mengalir,menggabak,menitik,menitis,menjelejeh,merabas,merebak,meremang,merembah,sabak,serembah-serembih,2",,
lincah,,,"akas,bergas,cakap,campin,cekatan,cergas,galir,gancang,gapah,gesit,pantas,sebat,sigap,tangkas,terampil,trengginas,cacar,cacau,racau",
lindas,,"menggelek,menggilas",,
lindu,"gempa,bumi,guncangan,linu",,,
lindung,,"memayungi,,membela,membentengi,memelihara,mempertahankan,menaungi,mengamankan,mengayomi,menjamin,menutupi,menyelamatkan,mengawal,melestarikan,memelihara,menjaga,merawat",,
lindung,"belut,sidat,welut",,,
lindur,,"mengigau,menceracau",,
linggata,"jelatang,kelembahang",,,
linggis,"alabangka,perejang,puput,tebak",,,
lingkap,,,"amblas,bersih,,habis,kikis,labas,licin,,lindang,ludes,putus,tandas,tandus,timpas",
lingkar,"bingkai,gelung,simpai,lintar",,,
lingkung,,"memagari,membatasi",,
lingkup,"cakupan,lintup,skop,,spektrum,",,,
linglung,,,"bingung,kurang,ingat,lupa,pikun,terselap",
lingsir,,"melorot,merosot,bergeser,bergulir,condong,ruyup,tenggelam,tergelincir,turun,mengelingsir",,
linguis,"ahli,ilmu,bahasa,ahli,linguistik,bahasawan",,,
linguistik,"ilmu,bahasa",,,
lini,"garis,pertengahan",,,
lintah,"ki,ceti,pelepas,uang,rentenir,riba,talang,uang",,,
lintang,"lebar,rentang",,,
lintas,"lin,rute,trayek",,,
lintibang,"kaki,seribu,luing",,,
linting,,"memulung,menggiling,menggulung,memusar",,
lintir,,tergulung,,
linu,,,"ngilu,nyeri,remai,sakit",
linu,"gempa,bumi,guncangan,lindu",,,
lipan,"halipan,kaki,seribu,kelabang,sepesan",,,
lipas,"cecunguk,coro,kakerlak,,kecoak,kepuyuk",,,
lipat,,lepit,,
lipat,"berlipat,ganda",,,
lipit,"kelim,som,",,,
lipstik,"bincu,cat,bibir,gincu,pemulas",,,
lipur,,"hapus,hilang,lenyap",,
liput,,"melaporkan,memberitakan,mengabarkan",,
lir,,,,
lirih,,,"lembut,pelan,rendah",
lirik,,"mencerling,mengambal,mengerling,menjeling,menjuling,melihat",,
lirik,,"melubangi,membolongi,menebuk,mengerbuk,menggerek,menjara",,
lis,"bingkai,pigura,catatan,daftar,katalog,register,sijil,skedul",,,
lisan,,,,
lisensi,"sertifikat,surat,izin,izin,ongji",,,
lisong,"cerutu,serutu",,,
listrik,"elektrik,setrum",,,
lisut,,,"berkeriput,berkerut-kerut,kelambur,kisut,meringsing,merunyut,kempis,seruh,layu",
literal,,,"harfiah,verbatim,lurus,prosais",
literatur,"kesusastraan,seni,sastra,bibliografi,daftar,bacaan,daftar,pustaka,kepustakaan,pustaka,acuan,referensi",,,
literer,,,"kesastraan,sastrawi",
liturgi,"ibadat,kebaktian,sembahyang",,,
liuk,kelok,,,
liur,"iler,ludah",,,
liwa,"alam,bendera,duaja,kalimantang,pan-ji-panji,pataka,standard,tunggul,umbul-umbul",,,
loak,"keranjang,sampah",,,
loba,,,"angkara,kemaruk,,rakus,serakah,tamak,temaah,temaha",
log,"batang,kayu,gelondong",,,
logam,metal,,,
logat,"aksen,lidah,ucapan,bahasa,dialek,patois,cara,gaya,kata,kosakata,perbendaharaan,kata,daftar,kata,kamus,leksikon",,,
logika,"ilmu,mantik,akal,sehat",,,
logis,,,"makul,mantiki,masuk,akal,membumi,,rasional,sensibel,konsekuen,2",
logistik,"peralatan,perbekalan,perlengkapan,pemasokan,pengadaan,penyediaan",,,
loka,"dunia,tempat",,,
lokakarya,"sanggar,kerja,sanggar,kegiatan",,,
lokal,,,"domestik,tempatan,regional,dalam",
lokasi,,"kedudukan,letak,posisi,situs,tempat",,
lokomotif,"induk,kereta,api,kepala,kereta",,,
lolong,raung,,,
lolos,,"celus,lucut,lulus,molos,,bebas,khali,luput,selamat,sunyi,terhindar,terlepas,tersiah,kabur,lari",,
lomba,"adu,tanding",,,
lombok,"cabai,cengek,cengis,lada,merah",,,
lompat,,"kinja,loncat,lonjak",,
lompong,,,"hampa,kosong,ki,bambung,bebal,bego,,beloh,berat,kepala,bodoh,bongak,debil,dogol,domot,dongok,dungu,goblok,pandir,pilon,pongah,pusung,sementung,tolol,tongong,",
loncat,,lompat,,
lonceng,"bel,gegenta,genta,giring-giring",,,
longgar,,,"belandung,kebesaran,kombor,komprang,loloh,dol,galir,ganggang,loncer,los,perlup,,speling",
longgok,"gunduk,onggok,tambun,timbun,tonggok",,,
longo,,"mangap,melangah,melenggong,membengang,mendelongop,terbabang,termengung,ternganga,terbuka",,
longok,,"melihat,menilik,menjenguk,merenung,berpaling,menengok,menoleh",,
longsor,,,"gogos,gugur,runtuh,terbis",
lonjak,lompatan,,,
lonjong,,,"bulat,panjang,bulat,telur,oval,2",
lontar,,melempar,,
lonte,"bunga,latar,kembang,latar,bunga",,,
loper,"cak,kurir,pembawa,pengantar",,,
lorek,,,"doreng,loreng,lurik",
loreng,,,"belang,coreng,habluk,koreng,pelang",
lorong,"gang,jalan,jalur,koridor,lintasan",,,
lorot,,"melincir,melulur,meluncur,memberosot,menggelincir,menggelongsor,menyelusuh,menyelusur,menyerosoh,merosot",,
los,bangsal,,,
los,,,"cak,blong,dol,longgar,renggang,2",
losmen,"hostel,hotel,motel,wisma,penginapan",,,
loteng,"pagu,tingkat",,,
lotre,"lot,,undian",,,
lotus,"padma,teratai,runjung",,,
lowong,,,"kosong,terluang,anggal,lapang,lega,lengang,longgar,luang,senggang",
loyal,,,"patuh,setia,taat,tunak",
loyalitas,"kepatuhan,kesetiaan,ketaatan,komitmen,pengorbanan",,,
loyo,,,"bokoh,bopok,,dengkik,lemah,lemas,lemau,lembam,lengai,lenyai,letoi",
luang,,,"anggal,lapang,lega,lengang,longgar,lowong,sempat,senggang",
luap,,"luber,melembak,melimpah,membeludak,meruap,tumpah",,
luar,,,asing,
luar,,,"aneh,memesona,memikat,menakjubkan,menarik,mencengangkan,mengagumkan,mengherankan,spektakuler,yahud,,hebat,istimewa,jempolan,nomor,satu,nomor,wahid,super,utama",
luas,,,,
lubang,"bolongan,,tebuk,soket,ceruk,gohong,liang,kahaf,ngalau,rongga,saung,gaung,gua",,,
luber,,"melembak,melimpah,meluap",,
lubuk,"ceruk,jelukan,kedung,lekukan,lombong,paluh,relung,rongga",,,
lombong,,,cekung,
lucah,,,"amoral,asusila,lacur,tunasusila",
lucu,,,"banyol,,cura,gecul,jenaka,kocak,komikal,membawa,gelak,mengelakkan,menggelikan,absurd",
lucut,,"celus,lepas,lolos,lulus,tanggal",,
ludah,"air,liur,iler",,,
ludes,,"amblas,bersih,,binasa,habis,kikis,labas,licin,,lindang,lingkap,putus,tandas,tandus,timpas,",,
lugas,,,"saklek,,banal,lugu,sederhana",
lugu,,,"banal,bersahaja,biasa,konvensional,naif,polos,sederhana,simpel",
lugu,,,"jelak,kenyang,puas",
luhung,,,luhur,
luhur,,,"adiluhung,fadil,mahardika,mulia,sani,terhormat,tinggi,utama,besar,asik,super,terkemuka,unggul",
luka,"cedera,cacat",,,
lukis,,"menggambar,menulis",,
luks,,,"mewah,tinggi",
luku,"bajak,beluku,tenggala",,,
luluh,,"cair,cerna,hancur,larut,lebur,lumer,melemah",,
luluh,,,"ancai,binasa,boyak,hancur,lebur,hancur,luluh,hancur,mumur,meledos,pecah,rapun,remuk,redam,runtuh",
lulur,"lulut,bedak",,,
lulus,,"celus,lolos,lucut,molos,,2",,
lumang,,"melumas,melumuri,mengolesi,ki,mencoreng,menodai",,
lumas,,"membalut,membarut,mengoles,menyapu,melumangkan,melumuri,mencoreng,menyokom",,
lumat,,,"halus,kecil-kecil,lembut,renik,subtil",
lumayan,,,,"agak,bahasa,cukup,juga,pada,sedang,rada,sedikit,akseptabel,memadai,patut"
lumba-lumba,"babi,duyung,dolfin,siketumba,sikudomba",,,
lumbung,"berandang,jelapang,kapuk,kembung,rangkiang,tangkaian,tarup",,,
lumer,,"encer,leleh,luluh,melemah",,
lumpuh,,,"layuh,lemah,petut,tepok,ki",
lumpur,"lendut,luluk,lunau,selut",,,
lenyah,,berkubang,,
lumrah,,,"am,biasa,jamak,kaprah,lazim,natural,normal,regular,tipikal,umum,wajar",
lumur,,"melumangkan,melumas,memolesi,memulas,mengolesi,mencoreng,menyokom",,
lumut,kulat,,,
lunak,,,"empuk,gembur,kempuh,lembek,lembut,getas,getis,hasai,lempung,lintuh,peroi,rangup,rapuh,repas,kalem,kepala,dingin,panjang,hati,panjang,usus,sabar,santai,tenang,ki,konservatif,moderat,permisif",
lunas,,,"beres,habis,impas,pol,,terbayar",
lunas,"dasar,dek,geladak,lantai",,,
luncur,,"melaju,melancar",,
lunglai,,,"langlai,lemah,lemas,lemau,lembam,lenyai,letoi,,litak,loyo,rengsa,ruai,teklok,,gontai",
lungsur,,"meluncur,menggelongsor",,
lunjur,,berlunjur,,
lunta,,,"terabai,terbengkalai,terjerahak,terkatung-katung,terkumpalkumpal",
luntang-lantung,,"ayeng-ayengan,bergelandangan,bergelayangan,bergentayangan,bergerayangan,berjengkeng,berkeliaran,berkeluyuran,bertualang,gelayaran,merambang-rambang,merayau,merubu-rubu",,
luntur,,,"kepam,pudar,seput,ki,berkurang,berubah,ki,merosot,surut,turun,ki,hilang,rontok,rusak,seman,sia-sia",
luntur,,,"kalis,lancar,mudah",
lupa,,"kurang,ingat,linglung,pikun,terselap,abai,lalai,lena,lengah",,
luput,,,"bebas,khali,lolos,selamat,sunyi,terhindar,terlepas,tersiah",
lurah,"akuwu,kepala,desa,kuwu",,,
lurah,"kaki,bukit,kaki,gunung,kanyon,lembah,ngarai,tahang,baruh,dataran",,,
luruh,,"gugur,jatuh,laras,lurut,reras,rontok,runtuh,rurut",,
lurus,,,"lempeng,lencang,kejur,tegak,vertikal,ki,baik,jujur,mulus,polos,sadik,setia,terbuka,tulus,benar,betul,hak,normal,sehat,stabil,hadiah,literal",
lusin,,,,
lustrum,pancawarsa,,,
lusuh,,,"beluwek,demek,kumal,kusam,lunyai,luti,suram,bekernyut,berkedut,berkerumuk,berkerut-kerut,gumal,kelambur",
lutut,dengkul,,,
luwes,,,"laur,lemas,lentuk,lentur,adaptif,elastis,fleksibel,plastis,supel,elok,patut",
luyu,,,"kuyu,layuh,melipu,membawat,,meralip,redup,rudu,ruyup,sayu,suram",
maaf,ampun,,,
mabuk,,"gayang,gila,hilang,ingatan,jangar,khayali,lengar,lupa,daratan,lupa",,
macam,"bagai,bangsa,bentuk,corak,jenis,model,ragam,rupa",,,
macan,"harimau,maung,raja,hutan,raja",,,
macapat,"tembang,cilik",,,
macet,,,"bencat,galang,gencat,ketat,pampat,sempit,sendat,serat,terbengkalai,tergencat,terhalang,terhambat,terhenti,tersangkut,tersumbat,tertahan,lumpuh,mandek,mengadat,mogok,rewel,rusak,terbengkalai",
macis,"cakus,geretan,gores,api,korek,api,pemantik,api,pencolek,api,pendidip,penggesek,api",,,
madah,"puji-pujian,kata",,,
madat,"candu,opium",,,
madrasah,"bandarsah,langgar,perguruan,pondok,sekolah,surau",,,
madu,sembayan,,,
madukara,"kumbang,lebah,tabuhan,tawon",,,
madya,"tengah,pertengahan",,,
maesens,"patron,pelindung,pengayom,sponsor",,,
maestro,"ahli,empu,master,pakar,virtuoso",,,
mafhum,,,"arif,grahita,maklum,mengerti,paham,tahu",
